id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T218,UUM-TXT-PP-00000-B09,B09,19,certain,f,2015,na,traditional narrative,na,all,English,good,none,74,yes
T219,UUM-TXT-PP-00000-B10,B10,51,certain,m,2015,na,traditional narrative,na,all,English,good,constant,91,yes
T220,UUM-TXT-PP-00000-B11,B11,51,certain,f,2015,na,traditional narrative,na,all,English,good,none,44,yes
T221,UUM-TXT-PP-00000-B12,B12,67,certain,f,2015,na,traditional narrative,na,all,English,good,none,46,yes
T222,UUM-TXT-PP-00000-B13,B13,33,certain,m,2015,na,traditional narrative,na,all,English,medium,punctual,27,yes
T223,UUM-TXT-PP-00000-B14,B14,50,certain,f,2015,na,traditional narrative,na,all,English,good,none,85,yes
T224,UUM-TXT-PP-00000-B15,B15,29,certain,f,2015,na,traditional narrative,na,all,English,bad,none,48,yes
T225,UUM-TXT-PP-00000-B16,B16,51,certain,f,2015,na,traditional narrative,na,all,English,good,none,54,yes
T246,UUM-TXT-VL-00000-B05,B05,23,certain,m,2015,na,personal narrative,na,all,English,medium,none,73,yes
T256,UUM-TXT-VL-00000-B15,B15,29,certain,f,2015,na,personal narrative,na,all,English,bad,none,44,yes
